
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199510  -0.88  -1.57  -0.74  -0.95  -1.51  -2.13  -1.05  -0.64  -1.89  -7.01
199511   2.36   3.04   2.19   1.54   2.93   1.65   2.86   1.87   1.98   4.29
199512   3.37   4.24   2.85   3.50   2.79   3.14   2.74   3.62   2.74   5.64
199601   4.13   5.69   3.55   5.52   3.76   4.72   3.83   5.07   3.56   4.25
199602  -0.11   0.67  -0.03   0.26  -0.23   0.49   0.03  -0.17   0.21   1.57
199603   2.46   2.04   1.80   1.33   2.75   0.29   3.56   1.61   2.66   1.24
199604   3.95   3.99   3.81   3.89   3.50   4.71   3.68   4.36   3.56   5.34
199605  -0.50  -0.93  -0.25  -1.13  -0.28  -1.87  -0.39  -1.44  -0.44  -0.46
199606   1.46   1.12   1.72   0.60   0.77   0.61   1.05   0.43   1.71   0.23
199607  -5.11  -5.58  -5.08  -4.63  -5.45  -5.18  -4.91  -5.00  -5.35  -5.91
199608   1.02   2.07   1.14   0.72   1.52   1.60   0.62   0.54   1.79  -0.44
199609   4.85   4.28   5.02   4.37   4.30   4.30   5.09   4.16   4.39   1.49
199610  -1.16  -1.70  -1.31  -1.65  -0.77  -1.60  -1.58  -1.06  -0.92  -2.52
199611   4.64   6.09   4.29   5.29   3.52   5.52   2.79   3.90   4.28   2.12
199612   1.12   1.87   0.99   1.76   0.18   2.43  -1.15   1.17   1.07  -4.63
199701   2.47   3.24   2.20   3.29   2.03   3.92   1.91   1.98   2.51   2.70
199702   1.58   2.20   1.62   3.43   1.26   2.20   1.62   2.20   2.27   1.63
199703   0.84   0.42   0.65   0.81  -0.51   1.37   0.41   0.54   0.69   0.24
199704   3.67   2.32   4.36   3.87   2.98   3.86   4.15   2.00   4.69   2.90
199705   3.14   3.12   3.32   1.42   4.87   2.81   3.52   2.19   3.34   4.47
199706   4.76   4.22   4.83   3.66   5.10   6.47   4.77   3.66   5.02   4.56
199707   5.57   3.72   6.61   5.58   5.21   4.63   5.47   3.47   7.00  -0.08
199708  -7.12  -4.56  -7.36  -4.71  -7.56  -5.70  -7.50  -5.05  -7.75  -6.85
199709   4.90   2.44   6.17   3.77   3.38   2.38   6.02   1.55   6.48  -2.66
199710  -7.88  -7.69  -8.36  -8.03  -7.62  -7.64  -7.59  -6.28  -8.93  -7.11
199711   1.51   0.83   2.59   1.60   1.93   1.06   2.83   0.80   2.84  -6.12
199712   2.16   0.52   3.09   0.65   2.97   0.53   3.31   0.05   3.23  -5.35
199801   3.99   6.37   3.89   4.53   3.42   6.40   3.66   6.60   4.00  11.10
199802   4.60   6.57   4.57   5.26   5.23   6.01   4.54   6.19   5.26   6.59
199803   5.78   7.90   4.60   7.86   4.25   7.64   5.48   6.52   5.34   4.47
199804  -0.75  -0.53  -0.09  -1.66   0.18  -0.87  -0.13  -1.71  -0.31  -2.26
199805   2.08   2.44   2.67   1.74   1.79   2.73   2.16   2.01   1.98   3.14
199806   0.55  -1.37   1.30  -0.54   1.49  -0.18   1.47  -0.81   1.73  -5.60
199807   0.43  -1.13   1.33  -1.05   1.08   1.88   0.64  -0.63   1.79  -2.27
199808 -11.88 -14.24 -10.33 -14.20 -10.69 -14.28 -10.80 -13.36 -10.95 -18.59
199809  -3.62  -3.33  -4.81  -4.36  -4.32  -5.04  -4.24  -6.12  -5.26 -10.99
199810   4.22   4.36   5.37   3.70   4.44   3.84   5.63   6.77   4.97  11.48
199811   6.55   5.64   6.42   5.96   6.62   6.19   6.62   5.62   7.59   8.46
199812   1.51  -0.36   3.48  -1.81   3.61   1.24   3.40  -0.21   3.23  -1.71
199901   2.53   0.48   3.18   0.44   4.04   0.71   2.37  -0.74   2.64  11.77
199902   0.72   2.75   0.21   3.92   0.27   3.93  -0.52   3.03  -0.28  -5.74
199903   3.91   6.58   2.10   5.55   3.31   6.73   1.80   6.86   2.33   2.89
199904   4.91  11.82   2.62  10.84   3.92  12.49   2.86  11.36   2.35   9.26
199905  -2.21  -3.46  -1.83  -2.14  -1.77  -3.60  -0.86  -3.36  -1.61  -2.35
199906   5.45   8.08   5.25   6.70   5.48   7.61   4.63   5.27   5.61   8.67
199907   0.20   1.42  -0.71   2.59  -0.41   3.33  -0.46   1.58  -0.97   1.12
199908  -0.11   0.07  -0.13   0.73  -0.07  -1.17   1.40   0.42  -0.32   0.73
199909  -0.91  -1.93   0.49  -2.97   0.15  -0.99   0.39  -3.05   0.53   1.53
199910   3.64  -1.56   5.31  -1.48   5.78   1.25   3.82  -1.50   5.20  -0.19
199911   8.30   0.66   9.89   3.07  12.56   4.54  10.30  -0.12  10.20  10.51
199912  10.38   5.57  10.21  11.79   8.65   8.07   9.57   4.50  12.19   2.16
200001  -3.91  -1.42  -3.91  -1.32  -3.95  -2.79  -3.75  -1.88  -3.39   5.99
200002   6.25  -4.84   9.57   0.75   9.99  -2.73   9.87  -2.33   9.16   6.93
200003   1.44   5.45  -0.54   2.65  -1.32   4.65  -0.53   3.31   0.04  -3.42
200004  -1.56   2.19  -3.07   1.26  -2.83   1.95  -2.60   0.85  -3.12  -2.44
200005  -4.37   3.33  -6.95   0.17  -7.11  -0.13  -6.46   2.83  -6.86  -4.63
200006   1.33   2.70   0.81   2.28   0.91   2.58   1.00   3.99   0.85  12.82
200007  -1.36  -0.11  -1.88   1.11  -1.98   1.28  -1.87  -0.23  -1.97  -1.59
200008   2.73   2.08   2.83   0.20   4.01   0.45   4.20   2.04   2.84   4.08
200009  -4.89  -2.04  -6.29  -1.39  -5.53  -0.56  -5.89  -1.27  -6.19  -7.86
200010  -0.73   2.70  -1.82   2.17  -2.82   2.30  -3.04   3.10  -2.51  -2.59
200011  -3.40   1.75  -5.39   0.90  -5.80   2.64  -5.67   2.38  -6.28 -12.91
200012  -2.56   1.22  -4.07   1.04  -4.69   1.63  -4.21   1.28  -4.10   3.21
200101   2.07   3.84   1.81   4.25   2.76   4.42   2.44   5.54   2.16  10.63
200102  -7.21  -1.61  -8.83  -1.39 -10.70  -0.73  -9.58  -1.60 -11.74 -11.51
200103  -2.96  -2.79  -4.00  -2.58  -4.14  -3.66  -4.03  -2.67  -5.48  -9.02
200104   6.70   7.87   7.38   5.92   8.10   6.81   7.72   7.44   7.82   9.71
200105  -1.70  -1.27  -2.40   0.61  -3.80   0.42  -2.58  -0.89  -3.01  -3.25
200106  -3.34  -3.69  -3.76  -1.99  -4.48  -2.62  -4.12  -1.48  -4.91  -4.34
200107  -3.44  -2.41  -4.17  -1.81  -4.21  -2.67  -3.87  -1.00  -4.15  -8.26
200108  -7.06  -4.49  -8.28  -4.36  -8.93  -3.12  -8.40  -3.07  -8.79  -9.90
200109  -8.64 -11.25  -7.05 -14.12  -7.04 -15.08  -6.57 -11.13  -8.80 -16.00
200110   4.50   5.59   5.00   6.59   4.59   6.40   4.67   4.98   5.67  17.95
200111   4.60   7.06   5.09   7.12   5.10   6.57   5.28   4.32   7.41   7.33
200112   2.18   1.98   1.13   3.63   0.92   2.96   1.14   1.19   1.52  -2.91
200201  -2.04  -2.87  -1.73   0.26  -3.95  -1.29  -3.57   0.24  -3.36  -2.36
200202   1.35   0.11   1.66   2.28   0.02   1.98   0.43   1.89  -0.34   1.59
200203   4.22   5.32   3.81   6.51   4.14   6.40   3.40   4.39   4.50   5.88
200204  -2.77  -3.33  -3.38  -0.66  -3.89  -2.23  -3.63  -0.76  -4.20  -6.33
200205  -1.43   0.60  -3.20  -0.65  -3.07   0.75  -3.58   1.16  -3.07  -0.70
200206  -7.13  -9.06  -6.23  -7.45  -7.92  -8.55  -7.59  -5.93  -7.99 -12.51
200207  -8.62  -6.58  -9.43  -8.25  -8.68  -7.56  -8.87  -8.14  -9.35 -13.35
200208  -0.26   0.16  -0.86   0.16  -1.16  -0.69  -1.11   1.38  -0.77  -3.17
200209  -8.85 -12.02  -7.12  -8.52  -9.27 -11.57  -8.52  -9.17 -10.02 -15.38
200210   4.29   5.78   4.67   0.77   7.45   3.98   6.85  -0.15   8.86   8.60
200211   4.07   7.85   2.66   6.56   4.83   7.00   4.14   5.17   6.55   9.40
200212  -5.51  -5.88  -5.99  -4.11  -7.63  -5.89  -6.83  -3.03  -7.22 -11.86
200301  -4.97  -3.24  -5.71  -2.16  -5.25  -0.52  -5.45  -2.26  -6.63  -1.60
200302  -1.94  -1.05  -1.94  -2.90  -1.67  -5.19  -2.04  -2.93  -2.47   1.71
200303  -1.51  -2.35  -1.02  -3.08  -1.22  -2.73  -1.12  -1.43  -1.14  -4.73
200304   6.53   9.22   5.92   9.28   7.03  10.72   7.09   8.56   6.83  10.67
200305   3.02   4.65   3.08   4.80   2.60   5.25   2.98   4.51   3.32   6.70
200306   2.61   2.94   2.49   3.65   2.51   4.14   1.39   2.44   1.95   6.94
200307   2.96   4.69   1.95   5.46   2.63   5.19   2.36   3.31   3.18   5.65
200308   3.79   5.25   3.49   5.57   3.97   6.21   3.70   4.14   3.50   7.73
200309  -1.68  -0.49  -1.26  -1.58  -1.28  -2.53  -0.91  -0.93  -1.65   2.09
200310   4.09   6.39   3.69   5.22   5.00   5.33   3.94   6.28   4.07   7.43
200311   0.62   0.57   0.95  -0.48   0.26  -1.19   0.63   0.65   0.55  -2.21
200312   3.91   4.03   3.40   3.05   3.45   3.12   2.43   3.18   2.97   3.87
200401   1.11   2.81   0.97   0.58   2.12   2.10   0.87   2.26   1.10   7.16
200402   2.87   3.18   2.22   4.15   2.36   3.89   2.51   3.94   2.14   4.49
200403   0.06   0.44  -0.41   1.23   0.39   0.90   0.21   0.11  -0.18   2.13
200404   1.41   2.66   1.06   1.62   0.79   1.21   0.84   1.22   0.24  -2.07
200405  -1.14  -1.34  -1.54  -0.93  -1.34  -1.30  -0.90  -0.19  -0.87  -1.96
200406   2.43   2.87   1.97   4.43   1.67   4.22   1.58   3.35   1.37   2.70
200407  -1.23  -0.21  -2.17  -0.35  -2.36  -0.72  -2.96   0.14  -2.51  -6.15
200408  -0.66   0.65  -0.63  -1.01  -1.61  -0.63  -0.96  -0.45  -0.71  -0.29
200409   1.50   2.32   0.86   1.54   1.77   0.93   1.20   0.98   1.86   1.11
200410   0.64   0.85   0.52   1.05   0.03   1.38   0.13   1.50   0.56   2.17
200411   2.32   3.58   1.92   2.77   3.02   2.27   2.36   2.78   2.50   3.28
200412   3.01   3.61   3.21   3.55   2.47   3.63   3.24   2.84   2.58   4.36
200501   1.31   2.13   0.52   2.46   1.20   2.35   0.53   2.06   0.93   4.22
200502   3.31   2.94   3.10   4.17   2.75   3.10   2.40   3.01   4.11   0.96
200503  -0.35  -0.10  -0.31  -0.07  -0.40  -0.22  -0.26  -0.06  -0.45  -1.09
200504  -2.85  -4.02  -1.79  -3.77  -2.58  -4.01  -1.55  -2.37  -3.68  -4.30
200505   3.94   4.13   3.55   4.48   4.19   4.13   3.93   3.79   4.04   5.24
200506   3.76   3.08   3.12   4.93   3.55   3.86   3.10   3.74   3.85   4.14
200507   4.19   4.97   3.05   3.89   4.55   4.02   3.48   3.67   4.76   3.87
200508   1.46   1.68   1.14   1.61   1.08   1.37   1.28   0.78   1.94   3.99
200509   5.55   4.84   5.23   5.44   4.84   5.37   5.55   5.15   4.85   4.79
200510  -2.66  -1.83  -2.58  -3.47  -2.19  -3.25  -2.06  -2.32  -3.01   1.49
200511   3.46   3.33   3.42   3.44   4.81   3.54   3.90   2.60   3.90   4.46
200512   4.38   4.10   4.56   3.75   5.40   4.69   5.35   3.59   5.29   6.36
200601   4.20   4.22   3.95   4.47   3.97   4.00   3.60   2.96   5.97   1.91
200602  -0.22   1.62  -0.98  -0.10  -0.07  -0.28  -0.43  -0.13  -0.91  -1.10
200603   3.98   4.62   4.63   4.15   3.99   3.84   4.22   2.83   5.56   6.25
200604   1.01   0.93   0.59   2.14   0.26   1.38   0.10   1.10   0.51  -1.39
200605  -5.42  -4.73  -5.30  -5.24  -6.60  -5.54  -6.11  -3.73  -6.72  -7.58
200606   0.93  -0.03   1.74   0.27   1.60   0.21   1.47   0.56   1.31  -2.15
200607   1.04   2.00   0.28   1.89   0.11   1.55  -0.20   1.72  -0.64  -3.33
200608   2.40   2.27   2.57   1.56   3.48   1.71   3.36   2.67   2.41   6.64
200609   1.06   3.06   0.18   1.91   1.18   2.10   0.84   2.34   0.82   1.73
200610   3.28   5.85   2.81   4.34   2.34   4.42   1.97   3.99   3.06   4.34
200611   0.92   1.10   0.90   0.66   0.58   1.02   1.05   0.79   0.52   2.45
200612   4.07   5.05   3.26   4.94   3.70   4.66   3.46   4.12   3.44   2.14
200701   1.67   3.00   1.37   1.61   1.70   2.04   1.33   1.47   1.26   3.19
200702   0.02  -0.17   0.16   0.61   0.29   0.74  -0.35   0.28   0.18  -0.71
200703   2.78   2.56   2.22   2.77   3.23   3.01   2.57   2.58   3.59   0.47
200704   2.65   2.46   2.83   2.47   3.10   2.82   2.48   2.80   2.69   2.47
200705   3.70   4.41   2.52   5.01   2.18   4.44   2.10   3.57   4.37   0.63
200706   0.67   1.09   0.63   1.52  -0.02   1.73  -1.12   0.52   1.24  -0.37
200707  -2.73  -3.42  -1.86  -2.71  -1.89  -2.87  -1.92  -3.57  -1.73  -1.24
200708  -0.84  -1.29  -0.25  -1.29  -0.52  -1.07  -0.23  -0.65  -2.10  -5.52
200709   2.68   1.20   3.08   3.15   1.79   3.55   2.35   1.80   4.04   3.06
200710   2.94   2.12   2.57   2.84   4.24   3.31   3.19   2.66   3.48   8.10
200711  -3.65  -6.26  -2.93  -4.34  -5.49  -4.85  -4.20  -3.33  -4.33  -8.56
200712  -0.58  -0.12  -1.27  -0.32  -1.44  -0.52  -0.83  -0.17  -1.14  -2.62
200801 -10.56 -10.06 -11.53 -10.45 -10.38 -10.25 -10.76  -9.61 -10.56 -10.92
200802   0.20  -1.39   0.90  -0.28   1.21  -0.15   1.21  -0.88   2.85   1.79
200803  -3.33  -1.84  -4.12  -3.16  -3.79  -3.09  -3.42  -2.57  -3.76  -3.63
200804   6.44   5.24   6.91   7.64   4.91   6.85   5.26   6.18   6.27   4.89
200805   2.22  -0.20   3.39   1.48   2.68   1.41   2.80   0.85   3.09   4.08
200806  -8.20  -9.92  -7.20 -10.06  -6.81  -8.93  -7.26  -9.11  -6.95  -8.03
200807  -2.57  -0.63  -3.24  -2.90  -2.17  -2.38  -2.40  -0.45  -4.37  -5.52
200808   0.53   1.54   0.32   0.69  -0.11   1.16  -0.56   1.64  -0.03  -0.81
200809 -12.13  -9.81 -14.15 -13.25 -13.32 -11.01 -13.26 -10.46 -14.49 -17.27
200810 -15.56 -17.47 -16.29 -18.59 -16.42 -14.53 -18.38 -15.83 -15.95 -22.29
200811  -4.80  -5.58  -2.66  -5.66  -3.61  -5.72  -3.44  -5.50  -5.27  -4.28
200812   1.08   0.23   1.74   0.72   2.14  -0.47   2.73   0.01   1.17   4.78
200901  -5.31  -6.71  -4.39  -6.23  -3.71  -6.70  -4.31  -7.18  -3.98  -1.32
200902  -7.05  -9.12  -7.25  -8.28  -6.72  -6.97  -6.16  -7.76  -6.39  -6.16
200903   3.97   7.40   2.25   7.67   0.87   6.24   1.76   6.34   3.30   3.76
200904  10.92  20.69   5.54  19.19   4.58  18.18   4.90  18.33   6.75  11.80
200905   6.71   8.87   5.19   9.47   4.30   8.52   5.50   7.98   6.52  10.15
200906   0.35   0.72   1.14  -0.48   1.05  -0.38   0.27   0.57   0.32   0.98
200907   6.82   9.22   4.46   9.03   4.40   9.23   4.50   9.53   5.01   2.25
200908   3.85   6.93   1.34   6.12   1.21   5.95   2.66   6.49   1.52   4.10
200909   2.67   3.15   2.62   2.88   2.48   3.04   2.54   2.74   2.97   2.30
200910  -2.23  -3.56  -2.13  -2.85  -2.40  -2.37  -1.85  -3.01  -1.95  -2.85
200911   0.23  -0.88   0.46  -0.21   0.23  -0.07   0.67  -0.30   1.50  -2.18
200912   5.26   5.52   5.11   5.77   3.97   5.64   4.44   5.77   4.13   4.38
201001  -3.01  -2.41  -2.99  -2.73  -2.43  -2.76  -2.27  -2.45  -3.35  -1.43
201002   0.89   0.65   1.28   0.47   0.82   0.59   1.47   1.18   0.77   0.34
201003   6.77   6.96   6.59   7.09   6.51   7.42   6.72   5.84   7.79   9.70
201004  -0.25   0.58  -0.74   0.36  -0.26  -0.33  -0.20   0.23  -0.41   0.23
201005  -6.35  -6.97  -5.61  -7.09  -6.09  -6.52  -5.53  -6.58  -5.86  -8.30
201006  -2.02  -2.63  -1.37  -3.46  -1.60  -2.80  -0.84  -2.18  -1.38  -3.96
201007   4.23   5.38   3.21   4.94   3.87   5.35   3.38   4.20   4.50   5.92
201008  -1.84  -2.99  -1.07  -1.95  -1.71  -1.85  -2.08  -0.80  -1.64  -3.72
201009   5.53   5.74   5.79   5.35   5.55   5.64   5.73   4.38   6.36   7.80
201010   2.02   1.85   2.26   2.27   2.11   2.20   1.88   2.50   1.48   3.82
201011  -0.47  -0.94   1.07  -0.52   0.30  -0.34  -0.03  -1.09   0.26   0.53
201012   4.98   5.75   4.24   6.25   4.03   5.49   4.89   4.50   5.42   7.43
201101   1.25   3.45  -0.85   3.14  -0.24   2.88  -0.94   2.08  -0.52   0.39
201102   2.15   2.18   2.13   2.15   1.84   1.72   1.70   2.31   2.29   2.79
201103  -1.87  -3.06  -0.54  -2.40  -1.25  -2.62  -0.71  -2.02  -1.10  -1.39
201104   1.66   0.99   2.48   1.32   2.13   1.34   2.33   1.58   1.77   1.19
201105  -0.98  -2.00  -0.08  -1.01  -1.59  -1.01  -0.92  -0.80  -1.10  -2.54
201106  -1.45  -1.72  -1.30  -1.76  -1.35  -1.38  -1.63  -1.17  -1.12  -3.53
201107  -2.67  -3.84  -1.18  -3.31  -1.99  -2.83  -1.53  -2.82  -1.91  -3.18
201108  -7.36  -9.15  -5.36  -7.26  -8.55  -7.69  -6.22  -5.44  -8.59  -8.06
201109  -4.75  -4.52  -5.42  -3.31  -8.02  -3.07  -7.23  -1.91  -8.24  -7.46
201110   5.50   5.22   5.60   4.36   7.85   4.82   6.98   4.00   7.66   3.49
201111  -2.45  -3.83  -1.52  -2.79  -2.84  -2.54  -2.73  -1.80  -2.31  -3.99
201112   0.39   0.38  -0.30   1.06  -1.82   1.06  -1.20   1.75  -1.48  -0.33
201201   4.38   7.08   2.98   7.13   3.58   6.24   3.78   3.81   5.80   8.19
201202   5.29   6.32   5.01   5.61   5.23   4.82   5.46   5.07   4.98   4.71
201203   0.55  -0.67   1.70  -0.29   1.19  -0.85   1.29   0.70   0.05   1.54
201204  -2.02  -4.23  -0.39  -3.29  -1.04  -3.41  -0.77  -2.91  -1.01  -1.87
201205  -7.13  -8.88  -5.94  -8.91  -6.00  -8.48  -5.80  -6.58  -7.57 -10.27
201206   4.31   5.47   3.46   5.00   3.54   4.63   3.51   5.67   3.09   3.52
201207   1.34  -0.09   1.91   0.60   1.48   0.32   2.02   0.75   1.53  -0.16
201208   1.74   2.38   1.62   2.01   1.63   1.57   1.62   1.90   2.18   0.40
201209   2.05   3.20   1.36   3.42   2.13   2.57   2.33   2.06   2.06   3.47
201210   1.11   1.80   0.75   2.12   0.38   1.72   0.46   0.86   0.97   1.63
201211   2.46   2.46   2.90   2.94   2.44   2.27   2.59   1.69   2.59   1.94
201212   3.28   4.87   2.18   4.45   2.19   4.38   1.61   3.00   2.76   3.73
201301   5.57   6.42   5.08   6.21   4.94   5.95   4.82   5.84   4.68   7.81
201302   2.08   0.21   3.14   0.47   3.31   0.16   2.79   1.39   3.15   0.51
201303   1.82   0.11   3.43   0.64   3.04   0.47   3.55   2.02   1.83   3.22
201304   3.63   4.10   3.46   4.26   3.07   3.61   2.93   4.90   2.47   8.01
201305   0.61   1.10   0.62   0.98   0.67   1.51   0.16  -0.16   1.73   3.92
201306  -3.51  -4.31  -3.19  -3.79  -3.39  -4.02  -3.23  -2.84  -4.08  -6.50
201307   3.98   5.05   3.14   4.95   3.55   5.04   3.33   3.72   4.28   4.70
201308  -0.85  -0.45  -0.64  -0.76  -0.44  -0.15  -0.78  -0.62  -0.77   1.34
201309   4.64   4.95   4.53   4.85   4.53   5.08   4.22   5.04   4.42   8.78
201310   3.15   3.51   2.39   3.60   2.55   3.36   2.21   3.62   2.46   1.75
201311   1.43   1.28   1.44   1.40   1.51   1.50   1.15   1.44   1.33   1.97
201312   1.67   1.80   2.02   1.66   2.31   1.96   1.89   1.55   1.99   2.33
201401  -2.67  -1.81  -3.29  -2.41  -2.27  -2.19  -2.38  -2.24  -3.71   0.20
201402   3.53   3.24   3.53   3.49   2.97   3.64   3.00   3.87   3.31   3.27
201403   0.30   0.44  -0.43   0.77  -0.92   0.93  -1.03   0.72  -0.19  -2.04
201404   0.65   1.22  -0.56   1.56  -0.17   1.50  -0.62   1.58  -0.14  -1.58
201405   2.37   2.09   2.64   2.17   2.10   1.99   2.54   2.94   1.94   1.07
201406   0.81   0.59   0.67   1.08   0.74   1.08   1.07   1.15   1.11   1.72
201407  -0.19  -0.24  -0.36   0.06  -0.22  -0.43   0.37  -0.37  -0.45  -1.50
201408   1.02   0.92   1.15   1.03   1.19   0.52   1.35   1.25   1.24   0.01
201409  -0.39  -0.94  -0.06  -1.04  -0.56  -1.32  -0.57  -0.52  -0.78  -2.10
201410  -0.33  -1.47   0.96  -0.74  -0.03  -1.40   0.53  -0.29   0.16  -2.90
201411   2.91   2.09   3.58   1.78   3.18   1.90   3.50   2.25   3.46   2.57
201412  -0.81  -0.79  -0.72  -1.38  -0.51  -0.93   0.14  -1.02  -0.37  -0.69
201501   3.01   1.34   4.31   2.04   3.00   2.42   4.01   2.77   3.57   1.62
201502   5.85   7.32   4.96   6.59   6.06   6.10   5.50   5.79   5.86   7.34
201503   1.44   0.92   2.49   0.89   2.20   0.66   2.51   0.60   1.73   2.25
201504   1.53   3.32   0.65   2.07   1.07   2.73   0.46   2.11   1.32   2.91
201505   1.59   1.65   1.82   1.39   1.58   1.03   2.09   0.66   2.85   1.73
201506  -3.78  -3.72  -3.88  -3.87  -3.81  -4.05  -3.47  -3.96  -3.49  -3.38
201507   2.99   1.52   4.01   1.75   3.48   1.49   4.13   2.79   3.44   1.34
201508  -6.85  -6.97  -6.63  -7.26  -6.46  -7.04  -6.45  -6.95  -6.52  -4.88
201509  -4.10  -5.93  -3.20  -5.10  -3.37  -5.72  -2.52  -4.48  -2.84  -3.60
201510   7.32   7.13   7.88   7.78   6.43   8.23   6.73   7.37   8.01   3.80
201511   1.43   0.43   2.35   0.97   1.58   0.63   1.91   0.98   2.07   0.94
201512  -2.28  -2.61  -1.96  -2.84  -2.12  -3.17  -1.65  -2.75  -1.80  -1.78
201601  -5.60  -8.33  -3.86  -7.00  -5.27  -6.38  -4.78  -5.38  -5.63 -10.10
201602  -3.08  -3.55  -2.22  -3.82  -2.04  -3.12  -2.34  -3.21  -1.50  -4.02
201603   3.65   4.27   2.83   4.41   2.66   4.17   3.18   4.26   3.25   4.74
201604   1.00   3.20  -0.53   1.96   0.42   2.40  -0.14   2.09   0.30   1.39
201605   2.20   0.70   3.20   1.20   3.41   0.90   3.57   1.39   3.04   2.18
201606  -3.96  -6.14  -2.25  -5.59  -3.89  -4.33  -2.87  -4.07  -3.71  -8.01
201607   4.67   5.35   3.87   5.69   5.03   4.89   4.50   4.18   4.93   4.81
201608   0.78   2.86  -1.13   3.00  -0.02   2.54  -0.79   2.37  -0.09   2.21
201609   0.68   0.30   1.06   0.20   1.09   0.62   1.13   0.49   1.23   0.11
201610   1.11   4.40  -0.92   3.47  -0.36   3.24  -1.25   3.03  -0.71   0.73
201611   1.25   3.40  -0.26   2.69   0.04   2.22  -0.60   2.54   0.15   2.32
201612   3.93   4.68   2.63   4.91   2.90   4.94   2.65   4.48   2.85   2.50
201701   0.50   0.48   0.63   0.36   0.65   0.21   0.79  -0.50   1.26   0.94
201702   2.22   1.35   2.61   1.45   2.37   1.47   2.62   1.53   2.44   1.93
201703   2.45   2.17   3.21   2.44   2.69   2.25   2.76   2.14   2.50   2.60
201704   2.05   1.64   2.42   2.02   2.23   1.54   2.71   1.13   2.94   1.49
201705   2.37   0.86   3.65   1.54   3.22   2.03   3.44   2.11   3.27   2.77
201706  -0.52   0.84  -1.57   0.65  -1.37   0.04  -1.03  -0.20  -0.78  -0.28
201707   0.47   1.51  -0.45   1.44   0.54   1.46   0.26   1.06   0.06   1.37
201708   0.14  -0.40   0.51  -0.07   0.52  -0.02   0.31  -0.55   0.87   1.18
201709   2.83   3.64   2.40   3.45   2.97   3.36   2.42   3.20   2.11   2.03
201710   2.99   2.51   3.23   2.60   3.84   2.87   3.57   2.04   3.98   3.17
201711  -0.34  -0.81   0.22  -0.64  -0.02  -0.68   0.22  -0.04  -0.13  -2.30
201712   0.84   1.53   0.53   1.22   0.90   0.99   0.83   0.73   1.12   0.95
201801   1.36   1.87   1.18   1.62   1.83   1.11   1.82   0.78   1.84   3.50
201802  -3.09  -3.28  -2.78  -2.66  -2.58  -2.87  -2.38  -3.19  -2.57  -0.80
201803  -1.53  -2.21  -0.74  -2.20  -0.77  -1.76  -0.43  -1.96  -0.92  -3.39
201804   3.86   4.79   2.83   3.95   3.90   4.93   3.31   4.26   3.46   1.69
201805  -0.03  -2.27   2.33  -2.53   2.45  -1.53   2.49  -1.95   2.41   1.86
201806  -0.47  -1.24  -0.14  -0.89  -0.20  -0.95  -0.10  -0.42  -0.39  -1.14
201807   2.15   2.70   2.15   3.06   0.70   2.87   1.21   3.20   1.19   1.34
201808  -1.18  -2.06   0.63  -1.62  -0.02  -2.06   0.59  -2.34   0.14  -0.78
201809   1.08   1.96  -0.26   1.44  -0.26   2.21  -0.29   1.76   0.12  -1.02
201810  -6.74  -5.99  -7.81  -5.84  -8.16  -5.75  -8.38  -4.86  -8.53  -8.87
201811   0.33  -0.60   1.02   0.10   0.13  -0.15   0.77   0.42  -0.33   0.68
201812  -5.98  -6.20  -6.49  -6.27  -6.32  -5.31  -6.33  -5.74  -5.97  -7.93
201901   5.76   6.36   5.25   7.09   5.15   6.55   4.68   5.78   5.15   7.23
201902   3.39   2.62   4.55   2.87   4.51   2.55   4.78   2.69   4.17   2.79
201903   1.25  -0.44   2.65  -0.35   2.48   0.08   2.96  -0.13   2.29   0.10
201904   3.37   3.77   3.55   4.05   3.38   3.59   3.55   3.86   3.49   3.66
201905  -4.40  -5.89  -2.82  -6.35  -3.06  -6.16  -2.43  -5.15  -3.46  -5.47
201906   3.82   3.09   4.29   3.70   3.81   3.88   3.79   3.63   3.88   2.38
201907   0.52  -0.55   1.02  -0.18   1.29  -0.22   1.23  -0.17   0.87   1.75
201908  -2.24  -4.28  -1.07  -3.70  -0.99  -3.20  -0.65  -3.08  -1.58  -3.28
201909   3.27   5.56   1.76   4.99   1.68   4.37   1.46   5.14   1.65   1.18
201910   1.77   1.93   2.41   2.70   1.92   2.05   1.99   2.05   2.05   0.94
201911   2.34   1.75   3.24   2.31   2.80   2.39   2.94   1.57   3.15   3.77
201912   1.48   2.08   1.08   2.05   1.35   1.66   1.18   1.63   1.41   2.28
202001  -1.31  -3.73  -0.02  -3.20  -0.42  -3.50  -0.38  -2.65  -0.45  -1.85
202002  -7.91  -8.50  -7.67  -8.28  -7.43  -8.21  -7.29  -8.75  -7.17  -6.57
202003 -12.95 -19.70  -7.66 -17.49  -9.74 -17.76  -9.10 -17.61 -10.12 -17.08
202004   6.26   4.75   7.75   4.78   8.18   5.21   7.91   4.57   7.75  13.93
202005   4.23   2.22   6.30   2.85   6.98   3.00   7.04   2.05   6.45   9.48
202006   2.28   2.74   1.81   2.98   1.84   3.00   1.76   2.74   2.24   4.55
